subject,seed,best_epoch,n_epochs_run,test_loss,test_acc,train_wall_seconds
0,44,22,33,1.6076011608044307,0.8159722222222222,174.3799343109131
1,44,113,124,0.37678202034698594,0.9618055555555556,650.097841501236
2,44,67,78,0.6294376684559716,0.9479166666666666,406.89656138420105
3,44,73,84,0.9805583101179864,0.8645833333333334,439.80904483795166
4,44,68,79,1.26658053861724,0.8645833333333334,412.57660007476807
5,44,61,72,1.4724168943034277,0.8229166666666666,376.5461370944977
6,44,40,51,0.5467567394177119,0.9340277777777778,267.38198828697205
7,44,35,46,0.9866562138001124,0.8958333333333334,241.59902334213257
8,44,45,56,1.36948561668396,0.8333333333333334,294.09818029403687
9,44,83,94,0.718841208351983,0.9131944444444444,491.62721586227417
10,44,32,43,0.8807334839883778,0.8993055555555556,224.4305236339569
11,44,124,135,0.33252645946211284,0.9826388888888888,709.2456200122833
12,44,44,55,1.4243364466561212,0.8645833333333334,287.21179461479187
13,44,61,72,1.661906083424886,0.7916666666666666,378.2452619075775
14,44,49,60,0.5824696148435274,0.9340277777777778,313.1546025276184
15,44,45,56,1.3154169354173872,0.8472222222222222,292.37986493110657
16,44,48,59,1.5526475343439314,0.8333333333333334,308.15582823753357
17,44,43,54,1.3627225740088358,0.8402777777777778,283.321736574173
